,Population,Magnitude,Depth,Distance_from_the_epicenter,Secondary effects,Architechture,destructiveness,City
1986,Populated ,61,8,6409,No,Good,Low,Buford
1987,Unpopulated,41,600,5072,No,Good,Low,Buford
1988,Populated ,53,60,3393,No,Good,Low,Buford
1989,Unpopulated,44,548,6087,No,Bad,Low,Buford
1990,Populated ,70,427,3681,No,Good ,High,Buford
1991,Unpopulated,31,515,5233,No,Bad,Low,Buford
1992,Populated ,58,565,2099,No,Good,Low,Buford
1993,Populated ,68,340,8626,No,Good,Low,Buford
1994,Unpopulated,67,210,6387,No,Good,Low,Buford
1995,Populated ,35,284,2126,No,Good,Low,Buford
1996,Unpopulated,75,98,211,No,Bad,High,Buford
1997,Populated ,64,237,9295,No,Good,Low,Buford
1998,Unpopulated,37,218,9194,No,Bad,Low,Buford
1999,Populated,70,650,6063,No,Good,High,Philadelphia
2000,Unpopulated,58,198,615,Yes,Bad,Low,Buford
2001,Populated,80,171,7722,No,Bad,High,Philadelphia
2002,Populated ,36,324,6365,yes,Good ,Low,Buford
2003,Unpopulated,80,387,2526,No,Bad,High,Buford
2004,Populated ,62,662,7849,No,Good,Low,Buford
2005,Populated ,39,589,5360,No,Good,Low,Buford
2006,Unpopulated,53,567,8058,No,Good,Low,Buford
2007,Populated ,32,574,37,No,Good,Low,Buford
2008,Unpopulated,42,84,3774,No,Bad,Low,Buford
2009,Populated ,31,698,5842,No,Good,Low,Buford
2010,Unpopulated,57,689,8692,No,Bad,Low,Buford
2011,Populated,49,608,4827,No,Good,Low,Philadelphia
2012,Unpopulated,38,512,7858,No,Bad,Low,Buford
2013,Populated,67,18,23,Yes,Bad,Low,Philadelphia
2014,Populated ,30,499,5267,No,Good ,Low,Buford
2015,Unpopulated,30,410,6614,yes,Bad,Low,Buford
2016,Populated ,57,699,7789,No,Good,Low,Buford
2017,Populated ,44,345,9475,No,Good,Low,Buford
2018,Unpopulated,33,637,3895,No,Good,Low,Buford
2019,Populated ,35,332,6512,No,Good,Low,Buford
2020,Unpopulated,33,60,7218,No,Bad,Low,Buford
2021,Populated ,50,107,9856,No,Good,Low,Buford
2022,Unpopulated,73,359,1346,No,Bad,High,Buford
2023,Populated,63,516,751,No,Good,Low,Philadelphia
2024,Unpopulated,36,443,7647,No,Bad,Low,Buford
2025,Populated,67,594,9833,No,Bad,Low,Philadelphia
2026,Populated ,45,620,7898,Yes,Good ,Low,Buford
2027,Unpopulated,33,10,5897,No,Bad,Low,Buford
2028,Populated ,52,38,5437,yes,Good,Low,Buford
2029,Populated ,43,310,1038,No,Good,Low,Buford
2030,Unpopulated,42,526,3572,No,Good,Low,Buford
2031,Populated ,79,195,3859,No,Good,High,Buford
2032,Unpopulated,54,34,8049,No,Bad,Low,Buford
2033,Populated ,69,90,8772,No,Good,High,Buford
2034,Unpopulated,39,60,3385,No,Bad,Low,Buford
2035,Populated,41,552,9992,No,Good,Low,Philadelphia
2036,Unpopulated,58,567,1891,No,Bad,Low,Buford
2037,Populated,80,87,508,No,Bad,High,Philadelphia
2038,Populated ,69,580,280,No,Good ,High,Buford
2039,Unpopulated,38,580,6810,Yes,Bad,Low,Buford
2040,Populated ,51,223,559,No,Good,Low,Buford
2041,Populated ,64,415,9551,yes,Good,Low,Buford
2042,Unpopulated,30,148,7248,No,Good,Low,Buford
2043,Populated ,36,429,5972,No,Good,Low,Buford
2044,Unpopulated,56,64,9202,No,Bad,Low,Buford
2045,Populated ,55,30,3894,No,Good,Low,Buford
2046,Unpopulated,60,432,2793,No,Bad,Low,Buford
2047,Populated,77,205,4113,No,Good,High,Philadelphia
2048,Unpopulated,41,486,7861,No,Bad,Low,Buford
2049,Populated,66,117,4364,No,Bad,Low,Philadelphia
2050,Populated ,58,631,5966,No,Good ,Low,Buford
2051,Unpopulated,60,607,5097,No,Bad,Low,Buford
2052,Populated ,54,456,5161,Yes,Good,Low,Buford
2053,Populated ,49,420,6938,No,Good,Low,Buford
2054,Unpopulated,38,188,8417,yes,Good,Low,Buford
2055,Populated ,60,679,9374,No,Good,Low,Buford
2056,Unpopulated,38,159,737,No,Bad,Low,Buford
2057,Populated ,77,311,4343,No,Good,High,Buford
2058,Unpopulated,63,43,8312,No,Bad,Low,Buford
2059,Populated,55,661,7247,No,Good,Low,Philadelphia
2060,Unpopulated,65,348,1437,No,Bad,Low,Buford
2061,Populated,64,414,4090,No,Bad,Low,Philadelphia
2062,Populated ,33,334,6227,No,Good ,Low,Buford
2063,Unpopulated,75,259,3924,No,Bad,High,Buford
2064,Populated ,51,426,7409,No,Good,Low,Buford
2065,Populated ,34,316,3769,Yes,Good,Low,Buford
2066,Unpopulated,31,175,1688,No,Good,Low,Buford
2067,Populated ,53,184,1993,yes,Good,Low,Buford
2068,Unpopulated,51,641,1414,No,Bad,Low,Buford
2069,Populated ,40,11,4643,No,Good,Low,Buford
2070,Unpopulated,78,600,2409,No,Bad,High,Buford
2071,Populated,62,51,8729,No,Good,Low,Philadelphia
2072,Unpopulated,30,187,8174,No,Bad,Low,Buford
2073,Populated,75,342,3712,No,Bad,High,Philadelphia
2074,Populated ,80,43,693,No,Good ,High,Buford
2075,Unpopulated,30,567,6485,No,Bad,Low,Buford
2076,Populated ,33,400,9471,No,Good,Low,Buford
2077,Populated ,66,425,258,No,Good,Low,Buford
2078,Unpopulated,50,430,7878,Yes,Good,Low,Buford
2079,Populated ,54,355,6290,No,Good,Low,Buford
2080,Unpopulated,36,44,291,yes,Bad,Low,Buford
2081,Populated ,37,484,6271,No,Good,Low,Buford
2082,Unpopulated,65,286,8617,No,Bad,Low,Buford
2083,Populated,65,519,8192,No,Good,Low,Philadelphia
2084,Unpopulated,35,664,38,No,Bad,Low,Buford
2085,Populated,67,488,10,No,Bad,Low,Philadelphia
2086,Populated ,57,639,4535,No,Good ,Low,Buford
2087,Unpopulated,56,521,1780,No,Bad,Low,Buford
2088,Populated ,30,532,1284,No,Good,Low,Buford
2089,Populated ,56,678,5472,No,Good,Low,Buford
2090,Unpopulated,80,680,8662,No,Good,High,Buford
2091,Populated ,75,115,3812,Yes,Good,High,Buford
2092,Unpopulated,76,265,3652,No,Bad,High,Buford
2093,Populated ,53,153,4951,yes,Good,Low,Buford
2094,Unpopulated,69,364,6825,No,Bad,High,Buford
2095,Populated,41,494,2745,No,Good,Low,Philadelphia
2096,Unpopulated,53,354,7427,No,Bad,Low,Buford
2097,Populated,79,177,4568,No,Bad,High,Philadelphia
2098,Populated ,57,452,3814,No,Good ,Low,Buford
2099,Unpopulated,69,14,7930,No,Bad,High,Buford
2100,Populated ,31,513,9296,No,Good,Low,Buford
2101,Populated ,47,637,8700,No,Good,Low,Buford
2102,Unpopulated,43,52,5758,No,Good,Low,Buford
2103,Populated ,72,686,6182,No,Good,High,Buford
2104,Unpopulated,74,377,5324,Yes,Bad,High,Buford
2105,Populated ,41,62,9997,No,Good,Low,Buford
2106,Unpopulated,68,536,3685,yes,Bad,Low,Buford
2107,Populated,48,198,6681,No,Good,Low,Philadelphia
2108,Unpopulated,37,244,7702,No,Bad,Low,Buford
2109,Populated,36,271,1027,No,Bad,Low,Philadelphia
2110,Populated ,49,225,3615,No,Good ,Low,Buford
2111,Unpopulated,47,476,8085,No,Bad,Low,Buford
2112,Populated ,38,241,9918,No,Good,Low,Buford
2113,Populated ,75,315,2719,No,Good,High,Buford
2114,Unpopulated,60,255,8848,No,Good,Low,Buford
2115,Populated ,63,596,1703,No,Good,Low,Buford
2116,Unpopulated,71,254,9947,No,Bad,High,Buford
2117,Populated ,64,174,4919,Yes,Good,Low,Buford
2118,Unpopulated,73,547,6754,No,Bad,High,Buford
2119,Populated,46,524,3896,yes,Good,Low,Philadelphia
2120,Unpopulated,63,164,631,No,Bad,Low,Buford
2121,Populated,43,175,3645,No,Bad,Low,Philadelphia
2122,Populated ,51,149,5179,No,Good ,Low,Buford
2123,Unpopulated,63,227,2516,No,Bad,Low,Buford
2124,Populated ,69,63,6807,No,Good,High,Buford
2125,Populated ,46,675,8178,No,Good,Low,Buford
2126,Unpopulated,70,194,2932,No,Good,High,Buford
2127,Populated ,62,520,8144,No,Good,Low,Buford
2128,Unpopulated,68,494,2588,No,Bad,Low,Buford
2129,Populated ,42,134,739,No,Good,Low,Buford
2130,Unpopulated,31,411,6902,Yes,Bad,Low,Buford
2131,Populated,80,674,8501,No,Good,High,Philadelphia
2132,Unpopulated,59,143,5416,yes,Bad,Low,Buford
2133,Populated,33,698,4598,No,Bad,Low,Philadelphia
2134,Populated ,80,152,8178,No,Good ,High,Buford
2135,Unpopulated,32,145,8296,No,Bad,Low,Buford
2136,Populated ,31,465,5759,No,Good,Low,Buford
2137,Populated ,68,16,1085,No,Good,Low,Buford
2138,Unpopulated,75,543,4713,No,Good,High,Buford
2139,Populated ,44,528,5697,No,Good,Low,Buford
2140,Unpopulated,73,608,1601,No,Bad,High,Buford
2141,Populated ,42,269,545,No,Good,Low,Buford
2142,Unpopulated,50,697,2428,No,Bad,Low,Buford
2143,Populated,48,63,1878,Yes,Good,Low,Philadelphia
2144,Unpopulated,36,450,779,No,Bad,Low,Buford
2145,Populated,59,521,7121,yes,Bad,Low,Philadelphia
2146,Populated ,80,691,4146,No,Good ,High,Buford
2147,Unpopulated,38,352,5413,No,Bad,Low,Buford
2148,Populated ,76,306,7996,No,Good,High,Buford
2149,Populated ,33,636,6516,No,Good,Low,Buford
2150,Unpopulated,31,552,2662,No,Good,Low,Buford
2151,Populated ,54,611,4707,No,Good,Low,Buford
2152,Unpopulated,43,224,8138,No,Bad,Low,Buford
2153,Populated ,36,389,4622,No,Good,Low,Buford
2154,Unpopulated,64,671,9158,No,Bad,Low,Buford
2155,Populated,34,36,1859,No,Good,Low,Philadelphia
2156,Unpopulated,35,325,6901,Yes,Bad,Low,Buford
2157,Populated,55,485,667,No,Bad,Low,Philadelphia
2158,Populated ,77,627,5985,yes,Good ,High,Buford
2159,Unpopulated,41,579,9072,No,Bad,Low,Buford
2160,Populated ,74,506,1158,No,Good,High,Buford
2161,Populated ,48,557,828,No,Good,Low,Buford
2162,Unpopulated,69,185,5532,No,Good,High,Buford
2163,Populated ,49,333,6343,No,Good,Low,Buford
2164,Unpopulated,34,147,9613,No,Bad,Low,Buford
2165,Populated ,42,680,2945,No,Good,Low,Buford
2166,Unpopulated,71,72,4847,No,Bad,High,Buford
2167,Populated,36,71,1037,No,Good,Low,Philadelphia
2168,Unpopulated,54,338,900,No,Bad,Low,Buford
2169,Populated,80,90,2282,Yes,Bad,High,Philadelphia
2170,Populated ,46,358,340,No,Good ,Low,Buford
2171,Unpopulated,36,371,7270,yes,Bad,Low,Buford
2172,Populated ,65,236,8885,No,Good,Low,Buford
2173,Populated ,68,263,8442,No,Good,Low,Buford
2174,Unpopulated,57,61,2372,No,Good,Low,Buford
2175,Populated ,57,674,3302,No,Good,Low,Buford
2176,Unpopulated,49,559,8583,No,Bad,Low,Buford
2177,Populated ,64,260,7887,No,Good,Low,Buford
2178,Unpopulated,44,315,8349,No,Bad,Low,Buford
2179,Populated,78,267,9813,No,Good,High,Philadelphia
2180,Unpopulated,58,57,1342,No,Bad,Low,Buford
2181,Populated,79,520,6497,No,Bad,High,Philadelphia
2182,Populated ,73,577,9347,Yes,Good ,High,Buford
2183,Unpopulated,33,484,7781,No,Bad,Low,Buford
2184,Populated ,40,174,7715,yes,Good,Low,Buford
2185,Populated ,61,8,6409,No,Good,Low,Buford
2186,Unpopulated,41,600,5072,No,Good,Low,Buford
2187,Populated ,53,60,3393,No,Good,Low,Buford
2188,Unpopulated,44,548,6087,No,Bad,Low,Buford
